时间,水深(mm),雨量(mm)
2020/1/25 7:31,0,0.2
2020/1/25 7:41,0,0.2
2020/1/25 7:46,0,0.6
2020/1/25 7:51,0,0.6
2020/1/25 7:56,0,0.4
2020/1/25 8:01,0,0.4
2020/1/25 8:06,0,0.6
2020/1/25 8:11,0,0.6
2020/1/25 8:16,0,0.6
2020/1/25 8:21,0,0.6
2020/1/25 8:26,0,0.6
2020/1/25 8:31,0,1
2020/1/25 8:36,0,0.4
2020/1/25 8:41,0,0.4
2020/1/25 8:46,0,0.6
2020/1/25 8:51,0,0.6
2020/1/25 8:56,0,0.4
2020/1/25 9:01,0,0.2
2020/1/25 9:06,0,0.4
2020/1/25 9:11,0,0.4
2020/1/25 9:16,0,0.4
2020/1/25 9:21,0,0.6
2020/1/25 9:26,0,0.6
2020/1/25 9:31,0,0.6
2020/1/25 9:36,0,0.4
2020/1/25 9:41,0,0.4
2020/1/25 9:46,0,0.4
2020/1/25 9:51,0,0.6
2020/1/25 9:56,0,0.4
2020/1/25 10:01,0,0.4
2020/1/25 10:06,0,0.2
2020/1/25 10:11,0,0.2
2020/1/25 10:16,0,0.4
2020/1/25 10:21,0,0.2
2020/1/25 10:26,0,0.2
2020/1/25 10:31,0,0.2
2020/1/25 10:36,0,0.2
2020/1/25 10:41,0,0.2
2020/1/25 10:46,0,0.2
2020/1/25 10:51,0,0.2
2020/1/25 10:56,0,0.4
2020/1/25 11:01,0,0.2
2020/1/25 11:06,0,0.2
2020/1/25 11:11,0,0.2
2020/1/25 11:16,0,0.2
2020/1/25 11:21,0,0.2
2020/1/25 11:26,0,0.4
2020/1/25 11:31,0,0.4
2020/1/25 11:36,0,0.6
2020/1/25 11:41,0,0.4
2020/1/25 11:46,0,0.2
2020/1/25 11:51,0,0.2
2020/1/25 11:56,0,0.2
2020/1/25 12:01,0,0.4
2020/1/25 12:06,0,0.4
2020/1/25 12:11,0,0.2
2020/1/25 12:16,0,0.2
2020/1/25 12:26,0,0.2
2020/1/25 12:36,0,0.2
2020/1/25 12:46,0,0.2
2020/1/25 12:51,0,0.2
2020/1/25 12:56,0,0.2
2020/1/25 13:26,0,0
2020/1/25 13:36,0,0.2
2020/1/25 14:11,0,0.2
2020/1/25 14:26,0,0.2
2020/1/25 15:26,0,0
2020/1/25 15:56,0,0.2
2020/1/25 16:11,0,0.2
2020/1/25 16:26,0,0.2
2020/1/25 17:01,0,0.2
2020/1/25 17:26,0,0.2
2020/1/25 18:01,0,0.2
2020/1/25 18:21,0,0.2
2020/1/25 18:26,0,0.2
2020/1/25 18:31,0,0.2
2020/1/25 18:41,0,0.2
2020/1/25 19:06,0,0.2
2020/1/25 19:26,0,0
2020/1/25 20:26,0,0
2020/1/25 20:36,0,0.2
2020/1/25 21:16,0,0.2
2020/1/25 21:26,0,0
2020/1/25 22:26,0,0
2020/1/25 23:16,0,0.2
2020/1/25 23:26,0,0
2020/1/26 0:21,0,0.2
2020/1/26 0:26,0,0
2020/1/26 0:36,0,0.2
2020/1/26 0:41,0,0.2
2020/1/26 0:46,0,0.4
2020/1/26 0:51,0,0.4
2020/1/26 1:01,0,0.2
2020/1/26 1:06,0,0.2
2020/1/26 1:16,0,0.4
2020/1/26 1:21,0,0.2
2020/1/26 1:26,0,0.2
2020/1/26 1:56,0,0.2
2020/1/26 2:26,0,0
2020/1/26 2:36,0,0.2
2020/1/26 3:06,0,0.2
2020/1/26 3:21,0,0.2
2020/1/26 3:26,0,0
2020/1/26 3:31,0,0.2
2020/1/26 3:41,0,0.2
2020/1/26 3:51,0,0.2
2020/1/26 4:06,0,0.2
2020/1/26 4:16,0,0.2
2020/1/26 4:21,0,0.2
2020/1/26 4:26,0,0
2020/1/26 4:31,0,0.2
2020/1/26 4:36,0,0.2
2020/1/26 4:46,0,0.2
2020/1/26 4:51,0,0.2
2020/1/26 5:01,0,0.2
2020/1/26 5:11,0,0.2
2020/1/26 5:21,0,0.2
2020/1/26 5:26,0,0.2
2020/1/26 5:46,0,0.2
2020/1/26 6:11,0,0.2
2020/1/26 6:26,0,0.2
2020/1/26 6:31,0,0.4
2020/1/26 6:36,0,0.2
2020/1/26 6:46,0,0.4
2020/1/26 7:01,0,0.2
2020/1/26 7:11,0,0.2
2020/1/26 7:21,0,0.4
2020/1/26 7:26,0,0
2020/1/26 7:31,0,0.2
2020/1/26 7:36,0,0.2
2020/1/26 7:46,0,0.2
2020/1/26 7:51,0,0.2
2020/1/26 8:06,0,0.2
2020/1/26 8:16,0,0.2
2020/1/26 8:26,0,0.2
2020/1/26 8:36,0,0.2
2020/1/26 8:46,0,0.2
2020/1/26 8:56,0,0.2
2020/1/26 9:06,0,0.2
2020/1/26 9:11,0,0.2
2020/1/26 9:16,0,0.2
2020/1/26 9:26,0,0.2
2020/1/26 9:31,0,0.2
2020/1/26 9:36,0,0.2
2020/1/26 9:41,0,0.2
2020/1/26 9:46,0,0.2
2020/1/26 9:56,0,0.2
2020/1/26 10:01,0,0.2
2020/1/26 10:06,0,0.2
2020/1/26 10:11,0,0.2
2020/1/26 10:16,0,0.2
2020/1/26 10:21,0,0.2
2020/1/26 10:26,0,0.2
2020/1/26 10:31,0,0.2
2020/1/26 10:36,0,0.2
2020/1/26 10:41,0,0.2
2020/1/26 10:46,0,0.2
2020/1/26 10:51,0,0.2
2020/1/26 10:56,0,0.2
2020/1/26 11:01,0,0.2
2020/1/26 11:06,0,0.2
2020/1/26 11:11,0,0.2
2020/1/26 11:16,0,0.2
2020/1/26 11:21,0,0.2
2020/1/26 11:26,0,0.2
2020/1/26 11:36,0,0.2
2020/1/26 11:56,0,0.2
2020/1/26 12:16,0,0.2
2020/1/26 12:26,0,0
2020/1/26 12:36,0,0.2
2020/1/26 13:06,0,0.2
2020/1/26 13:21,0,0.2
2020/1/26 13:26,0,0
2020/1/26 13:36,0,0.2
2020/1/26 13:41,0,0.2
2020/1/26 13:51,20,0.2
2020/1/26 13:56,20,0
2020/1/26 14:06,20,0.2
2020/1/26 14:16,20,0.2
2020/1/26 14:26,0,0.2
2020/1/26 14:36,0,0.2
2020/1/26 14:51,0,0.2
2020/1/26 14:56,0,0.2
2020/1/26 15:01,0,0.2
2020/1/26 15:06,0,0.2
2020/1/26 15:11,0,0.2
2020/1/26 15:16,0,0.2
2020/1/26 15:21,0,0.4
2020/1/26 15:26,0,0
2020/1/26 15:31,0,0.2
2020/1/26 15:36,0,0.2
2020/1/26 15:41,0,0.2
2020/1/26 15:46,0,0.2
2020/1/26 15:51,0,0.4
2020/1/26 15:56,0,0.2
2020/1/26 16:01,0,0.2
2020/1/26 16:11,0,0.2
2020/1/26 16:16,0,0.2
2020/1/26 16:26,0,0.2
2020/1/26 16:31,0,0.4
2020/1/26 16:36,0,0.2
2020/1/26 16:41,0,0.4
2020/1/26 16:46,0,0.4
2020/1/26 16:51,0,0.2
2020/1/26 16:56,0,0.6
2020/1/26 17:01,0,0.4
2020/1/26 17:06,0,0.4
2020/1/26 17:11,0,0.6
2020/1/26 17:16,0,0.6
2020/1/26 17:21,0,0.8
2020/1/26 17:26,0,0.4
2020/1/26 17:31,0,0.6
2020/1/26 17:36,0,0.4
2020/1/26 17:41,0,0.4
2020/1/26 17:46,0,0.4
2020/1/26 17:51,0,0.2
2020/1/26 17:56,0,0.2
2020/1/26 18:01,0,0.4
2020/1/26 18:06,0,0.2
2020/1/26 18:16,0,0.4
2020/1/26 18:26,0,0.2
2020/1/26 18:31,0,0.2
2020/1/26 18:36,0,0.2
2020/1/26 18:41,20,0.2
2020/1/26 18:46,20,0.2
2020/1/26 18:51,0,0.2
2020/1/26 18:56,0,0.4
2020/1/26 19:01,0,0.2
2020/1/26 19:06,0,0.2
2020/1/26 19:11,0,0.2
2020/1/26 19:16,0,0.2
2020/1/26 19:21,0,0.2
2020/1/26 19:26,0,0.2
2020/1/26 19:36,0,0.2
2020/1/26 19:41,0,0.2
2020/1/26 19:51,0,0.2
2020/1/26 20:06,0,0.2
2020/1/26 20:26,0,0
2020/1/26 21:26,0,0
2020/1/26 22:26,0,0.2
2020/1/26 22:31,0,0.2
2020/1/26 22:36,0,0.4
2020/1/26 22:41,0,0.4
2020/1/26 22:46,0,0.4
2020/1/26 22:51,0,0.4
2020/1/26 22:56,0,0.2
2020/1/26 23:01,0,0.2
2020/1/26 23:11,0,0.2
2020/1/26 23:16,0,0.2
2020/1/26 23:21,0,0.2
2020/1/26 23:26,0,0
2020/1/26 23:31,0,0.2
2020/1/26 23:41,0,0.2
2020/1/27 0:06,0,0.2
2020/1/27 0:26,0,0
2020/1/27 0:36,0,0.2
2020/1/27 0:51,0,0.2
2020/1/27 0:56,0,0.2
2020/1/27 1:01,0,0.2
2020/1/27 1:06,0,0.2
2020/1/27 1:26,0,0
2020/1/27 1:36,0,0.2
2020/1/27 2:01,0,0.2
2020/1/27 2:26,0,0
2020/1/27 2:41,0,0.2
2020/1/27 3:01,0,0.2
2020/1/27 3:26,0,0
2020/1/27 3:31,0,0.2
2020/1/27 3:56,0,0.2
2020/1/27 4:16,0,0.2
2020/1/27 4:26,0,0
2020/1/27 4:46,0,0.2
2020/1/27 5:06,0,0.2
2020/1/27 5:26,0,0
2020/1/27 5:46,0,0.2
2020/1/27 6:16,0,0.2
2020/1/27 6:26,0,0
2020/1/27 6:31,0,0.2
2020/1/27 6:41,0,0.2
2020/1/27 7:01,0,0.2
2020/1/27 7:21,0,0.2
2020/1/27 7:26,0,0
2020/1/27 8:06,0,0.2
2020/1/27 8:26,0,0
2020/1/27 8:31,0,0.2
2020/1/27 9:26,0,0
2020/1/27 10:26,0,0
2020/1/27 11:26,0,0
2020/1/27 12:26,0,0
2020/1/27 13:26,0,0
2020/1/27 14:26,0,0
2020/1/27 15:26,0,0.2
2020/1/27 16:26,0,0
2020/1/27 17:26,0,0
2020/1/27 18:26,0,0
2020/1/27 19:26,0,0
2020/1/27 20:26,0,0
2020/1/27 21:26,0,0
2020/1/27 22:26,0,0
2020/1/27 23:26,0,0
2020/1/28 0:26,0,0
2020/1/28 1:26,0,0
2020/1/28 2:26,0,0
2020/1/28 3:26,0,0
2020/1/28 4:26,0,0
2020/1/28 5:26,0,0
2020/1/28 6:26,0,0
2020/1/28 7:26,0,0
2020/1/28 8:26,0,0
2020/1/28 9:26,0,0
2020/1/28 10:26,0,0
2020/1/28 11:26,0,0
2020/1/28 12:26,0,0
2020/1/28 13:26,0,0
2020/1/28 14:26,0,0
2020/1/28 15:26,0,0
2020/1/28 16:26,0,0
2020/1/28 17:26,0,0
2020/1/28 18:26,0,0
2020/1/28 19:26,0,0
2020/1/28 20:26,0,0
2020/1/28 21:26,0,0
2020/1/28 22:26,0,0
2020/1/28 23:26,0,0
2020/1/29 0:26,0,0
2020/1/29 1:26,0,0
2020/1/29 2:26,0,0
2020/1/29 3:26,0,0
2020/1/29 4:26,0,0
2020/1/29 5:26,0,0
2020/1/29 6:26,0,0
2020/1/29 7:26,0,0
2020/1/29 8:26,0,0
2020/1/29 9:26,0,0
2020/1/29 10:26,0,0
2020/1/29 11:26,0,0
2020/1/29 12:26,0,0
2020/1/29 13:26,0,0
2020/1/29 14:26,0,0
2020/1/29 15:26,0,0
2020/1/29 16:26,0,0
2020/1/29 17:26,0,0
2020/1/29 18:26,0,0
2020/1/29 19:26,0,0
2020/1/29 20:26,0,0
2020/1/29 21:26,0,0
2020/1/29 22:26,0,0
2020/1/29 23:26,0,0
2020/1/30 0:26,0,0
2020/1/30 1:26,0,0
2020/1/30 2:26,0,0
2020/1/30 3:26,0,0
2020/1/30 4:26,0,0
2020/1/30 5:26,0,0
2020/1/30 6:26,0,0
2020/1/30 7:26,0,0
2020/1/30 8:26,0,0
2020/1/30 9:26,0,0
2020/1/30 10:26,0,0
2020/1/30 11:26,0,0
2020/1/30 12:26,0,0
2020/1/30 13:26,0,0
2020/1/30 14:26,0,0
2020/1/30 15:26,0,0
2020/1/30 16:26,0,0
2020/1/30 17:26,0,0
2020/1/30 18:26,0,0
2020/1/30 19:26,0,0
2020/1/30 20:26,0,0
2020/1/30 21:26,0,0
2020/1/30 22:26,0,0
2020/1/30 23:26,0,0
2020/1/31 0:26,0,0
2020/1/31 1:26,0,0
2020/1/31 2:26,0,0
2020/1/31 3:26,0,0
2020/1/31 4:26,0,0
2020/1/31 5:26,0,0
2020/1/31 6:26,0,0
2020/1/31 7:26,0,0
2020/1/31 8:26,0,0
2020/1/31 9:26,0,0
2020/1/31 10:26,0,0
2020/1/31 11:26,0,0
2020/1/31 12:26,0,0
2020/1/31 13:26,0,0
2020/1/31 14:26,0,0
2020/1/31 15:26,0,0
2020/1/31 16:26,0,0
2020/1/31 17:26,0,0
2020/1/31 18:26,0,0
2020/1/31 19:26,0,0
2020/1/31 20:26,0,0
2020/1/31 21:26,0,0
2020/1/31 22:26,0,0
2020/1/31 23:26,0,0
2020/2/1 0:26,0,0
2020/2/1 1:26,0,0
2020/2/1 2:26,0,0
2020/2/1 3:26,0,0
2020/2/1 4:26,0,0
2020/2/1 5:26,0,0
2020/2/1 6:26,0,0
2020/2/1 7:26,0,0
2020/2/1 8:26,0,0
2020/2/1 9:26,0,0
2020/2/1 10:26,0,0
2020/2/1 11:26,0,0
2020/2/1 12:26,0,0
2020/2/1 13:26,0,0
2020/2/1 14:26,0,0
2020/2/1 15:26,0,0
2020/2/1 16:26,0,0
2020/2/1 17:26,0,0
2020/2/1 18:26,0,0
2020/2/1 19:26,0,0
2020/2/1 20:26,0,0
2020/2/1 21:26,0,0
2020/2/1 22:26,0,0
2020/2/1 23:26,0,0
2020/2/2 0:26,0,0
2020/2/2 1:26,0,0
2020/2/2 2:26,0,0
2020/2/2 3:26,0,0
2020/2/2 4:26,0,0
2020/2/2 5:26,0,0
2020/2/2 6:26,0,0
2020/2/2 7:26,0,0
2020/2/2 8:26,0,0
2020/2/2 9:26,0,0
2020/2/2 10:26,0,0
2020/2/2 11:26,0,0
2020/2/2 12:26,0,0
2020/2/2 13:26,0,0
2020/2/2 14:26,0,0
2020/2/2 15:26,0,0
2020/2/2 16:26,0,0
2020/2/2 17:26,0,0
2020/2/2 18:26,0,0
2020/2/2 19:26,0,0
2020/2/2 20:26,0,0
2020/2/2 21:26,0,0
2020/2/2 21:41,0,0.2
2020/2/2 22:26,0,0
2020/2/2 22:56,0,0.2
2020/2/2 23:26,0,0
2020/2/2 23:51,0,0.2
2020/2/3 0:26,0,0.2
2020/2/3 0:51,0,0.2
2020/2/3 1:26,0,0
2020/2/3 2:01,0,0.2
2020/2/3 2:11,0,0.2
2020/2/3 2:26,0,0.2
2020/2/3 3:26,0,0
2020/2/3 4:26,0,0
2020/2/3 5:26,0,0
2020/2/3 6:26,0,0
2020/2/3 7:26,0,0
2020/2/3 8:26,0,0
2020/2/3 9:26,0,0
2020/2/3 10:26,0,0
2020/2/3 11:26,0,0
2020/2/3 12:26,0,0
2020/2/3 13:26,0,0
2020/2/3 14:26,0,0
2020/2/3 15:26,0,0
2020/2/3 16:26,0,0
2020/2/3 17:26,0,0
2020/2/3 18:26,0,0
2020/2/3 19:26,0,0
2020/2/3 20:26,0,0
2020/2/3 21:26,0,0
2020/2/3 22:26,0,0
2020/2/3 23:26,0,0
2020/2/4 0:26,0,0
2020/2/4 1:26,0,0
2020/2/4 2:26,0,0
2020/2/4 3:26,0,0
2020/2/4 4:26,0,0
2020/2/4 5:26,0,0
2020/2/4 6:26,0,0
2020/2/4 7:26,0,0
2020/2/4 8:26,0,0
2020/2/4 9:11,0,0.2
2020/2/4 9:26,0,0
2020/2/4 10:26,0,0
2020/2/4 11:26,0,0
2020/2/4 12:26,0,0
2020/2/4 13:26,0,0
2020/2/4 14:26,0,0
2020/2/4 15:26,0,0
2020/2/4 16:26,0,0
2020/2/4 17:26,0,0
2020/2/4 18:26,0,0
2020/2/4 19:26,0,0
2020/2/4 20:26,0,0
2020/2/4 21:26,0,0
2020/2/4 22:26,0,0
2020/2/4 23:26,0,0
2020/2/5 0:26,0,0
2020/2/5 1:26,0,0
2020/2/5 2:26,0,0
2020/2/5 3:26,0,0
2020/2/5 4:26,0,0
2020/2/5 5:26,0,0
2020/2/5 6:26,0,0
2020/2/5 7:26,0,0
2020/2/5 8:26,0,0
2020/2/5 9:26,0,0
2020/2/5 10:26,0,0
2020/2/5 11:26,0,0
2020/2/5 12:26,0,0
2020/2/5 13:26,0,0
2020/2/5 14:26,0,0
2020/2/5 15:26,0,0
2020/2/5 16:26,0,0
2020/2/5 17:26,0,0
2020/2/5 18:26,0,0
2020/2/5 19:26,0,0
2020/2/5 20:26,0,0
2020/2/5 21:26,0,0
2020/2/5 22:26,0,0
2020/2/5 23:26,0,0
2020/2/6 0:26,0,0
2020/2/6 1:26,0,0
2020/2/6 2:26,0,0
2020/2/6 3:26,0,0
2020/2/6 4:26,0,0
2020/2/6 5:26,0,0
2020/2/6 6:26,0,0
2020/2/6 7:26,0,0
2020/2/6 8:26,0,0
2020/2/6 9:26,0,0
2020/2/6 10:26,0,0
2020/2/6 11:26,0,0
2020/2/6 12:26,0,0
2020/2/6 13:21,0,0.2
2020/2/6 13:26,0,0
2020/2/6 13:36,0,0.2
2020/2/6 13:51,0,0.2
2020/2/6 13:56,0,0.2
2020/2/6 14:01,0,0.2
2020/2/6 14:06,0,0.2
2020/2/6 14:16,0,0.2
2020/2/6 14:21,0,0.2
2020/2/6 14:26,0,0.2
2020/2/6 14:36,0,0.2
2020/2/6 14:41,0,0.2
2020/2/6 14:46,0,0.2
2020/2/6 14:51,0,0.2
2020/2/6 14:56,0,0.2
2020/2/6 15:01,0,0.2
2020/2/6 15:06,0,0.2
2020/2/6 15:11,0,0.2
2020/2/6 15:16,0,0.2
2020/2/6 15:21,0,0.2
2020/2/6 15:26,0,0
2020/2/6 15:31,0,0.2
2020/2/6 15:41,0,0.2
2020/2/6 15:46,0,0.2
2020/2/6 15:56,0,0.2
2020/2/6 16:01,0,0.2
2020/2/6 16:11,0,0.2
2020/2/6 16:21,0,0.2
2020/2/6 16:26,0,0
2020/2/6 16:31,0,0.2
2020/2/6 16:41,0,0.2
2020/2/6 16:51,0,0.2
2020/2/6 17:01,0,0.2
2020/2/6 17:16,0,0.2
2020/2/6 17:21,0,0.2
2020/2/6 17:26,0,0.2
2020/2/6 17:36,0,0.2
2020/2/6 17:46,0,0.2
2020/2/6 17:51,0,0.2
2020/2/6 18:01,0,0.2
2020/2/6 18:06,0,0.2
2020/2/6 18:11,0,0.2
2020/2/6 18:16,0,0.2
2020/2/6 18:21,0,0.2
2020/2/6 18:26,0,0.2
2020/2/6 18:31,0,0.2
2020/2/6 18:36,0,0.2
2020/2/6 18:41,0,0.2
2020/2/6 18:46,0,0.2
2020/2/6 18:51,0,0.2
2020/2/6 18:56,0,0.4
2020/2/6 19:01,0,0.2
2020/2/6 19:06,0,0.4
2020/2/6 19:16,0,0.2
2020/2/6 19:21,0,0.4
2020/2/6 19:26,0,0.4
2020/2/6 19:31,0,0.2
2020/2/6 19:36,0,0.2
2020/2/6 19:41,0,0.4
2020/2/6 19:46,0,0.2
2020/2/6 19:51,0,0.4
2020/2/6 19:56,0,0.2
2020/2/6 20:01,0,0.2
2020/2/6 20:06,0,0.2
2020/2/6 20:11,0,0.4
2020/2/6 20:16,0,0.4
2020/2/6 20:21,0,0.4
2020/2/6 20:26,0,0.4
2020/2/6 20:31,0,0.2
2020/2/6 20:36,0,0.4
2020/2/6 20:41,0,0.4
2020/2/6 20:46,0,0.4
2020/2/6 20:51,0,0.4
2020/2/6 20:56,0,0.2
2020/2/6 21:01,0,0.2
2020/2/6 21:06,0,0.4
2020/2/6 21:11,0,0.2
2020/2/6 21:16,0,0.2
2020/2/6 21:21,0,0.2
2020/2/6 21:26,0,0.2
2020/2/6 21:31,0,0.2
2020/2/6 21:36,0,0.2
2020/2/6 21:41,0,0.2
2020/2/6 21:51,0,0.2
2020/2/6 22:01,0,0.2
2020/2/6 22:06,0,0.2
2020/2/6 22:21,0,0.2
2020/2/6 22:26,0,0.2
2020/2/6 22:36,0,0.2
2020/2/6 22:51,0,0.2
2020/2/6 23:06,0,0.2
2020/2/6 23:11,0,0.2
2020/2/6 23:21,0,0.2
2020/2/6 23:26,0,0.2
2020/2/6 23:31,0,0.2
2020/2/6 23:36,0,0.2
2020/2/6 23:46,0,0.2
2020/2/6 23:51,0,0.4
2020/2/6 23:56,0,0.2
2020/2/7 0:01,0,0.2
2020/2/7 0:06,0,0.4
2020/2/7 0:16,0,0.4
2020/2/7 0:21,0,0.2
2020/2/7 0:26,0,0.2
2020/2/7 0:31,0,0.2
2020/2/7 0:36,0,0.2
2020/2/7 0:51,0,0.2
2020/2/7 1:26,0,0
2020/2/7 1:36,0,0.2
2020/2/7 2:01,0,0.2
2020/2/7 2:26,0,0
2020/2/7 2:56,0,0.2
2020/2/7 3:26,0,0
2020/2/7 3:31,0,0.2
2020/2/7 3:51,0,0.2
2020/2/7 4:01,0,0.2
2020/2/7 4:11,0,0.2
2020/2/7 4:26,0,0.2
2020/2/7 4:36,0,0.2
2020/2/7 4:51,0,0.2
2020/2/7 5:21,0,0.2
2020/2/7 5:26,0,0
2020/2/7 5:41,0,0.2
2020/2/7 6:11,0,0.2
2020/2/7 6:26,0,0
2020/2/7 6:56,0,0.2
2020/2/7 7:26,0,0
2020/2/7 7:41,0,0.2
2020/2/7 7:56,0,0.2
2020/2/7 8:26,0,0
2020/2/7 9:26,0,0
2020/2/7 10:26,0,0
2020/2/7 11:06,0,0.2
2020/2/7 11:26,0,0
2020/2/7 12:26,0,0
2020/2/7 13:26,0,0
2020/2/7 14:26,0,0
2020/2/7 15:26,0,0
2020/2/7 16:26,0,0
2020/2/7 17:26,0,0
2020/2/7 18:26,0,0
2020/2/7 19:26,0,0
2020/2/7 20:26,0,0
2020/2/7 21:26,0,0
2020/2/7 22:26,0,0
2020/2/7 23:26,0,0
2020/2/8 0:26,0,0
2020/2/8 1:26,0,0
2020/2/8 2:26,0,0
2020/2/8 3:26,0,0
2020/2/8 4:26,0,0
2020/2/8 5:26,0,0
2020/2/8 6:26,0,0
2020/2/8 7:26,0,0
2020/2/8 8:26,0,0
2020/2/8 9:26,0,0
2020/2/8 10:26,0,0
2020/2/8 11:26,0,0
2020/2/8 12:26,0,0
2020/2/8 13:26,0,0
2020/2/8 14:26,0,0
2020/2/8 15:26,0,0
2020/2/8 16:26,0,0
2020/2/8 17:26,0,0
2020/2/8 18:26,0,0
2020/2/8 19:26,0,0
2020/2/8 20:26,0,0
2020/2/8 21:26,0,0
2020/2/8 22:26,0,0
2020/2/8 23:26,0,0
2020/2/9 0:26,0,0
2020/2/9 1:26,0,0
2020/2/9 2:26,0,0
2020/2/9 3:26,0,0
2020/2/9 4:26,0,0
2020/2/9 5:26,0,0
2020/2/9 6:26,0,0
2020/2/9 7:26,0,0
2020/2/9 8:26,0,0
2020/2/9 9:26,0,0
2020/2/9 10:26,0,0
2020/2/9 11:26,0,0
2020/2/9 12:26,0,0
2020/2/9 13:26,0,0
2020/2/9 14:26,0,0
2020/2/9 15:26,0,0
2020/2/9 16:26,0,0
2020/2/9 17:26,0,0
2020/2/9 18:26,0,0
2020/2/9 19:26,0,0
2020/2/9 20:26,0,0
2020/2/9 21:26,0,0
2020/2/9 22:26,0,0
2020/2/9 23:26,0,0
2020/2/10 0:26,0,0
2020/2/10 1:26,0,0
2020/2/10 2:26,0,0
2020/2/10 3:26,0,0
2020/2/10 4:26,0,0
2020/2/10 5:26,0,0
2020/2/10 6:26,0,0
2020/2/10 7:26,0,0
2020/2/10 8:26,0,0
2020/2/10 9:26,0,0
2020/2/10 10:26,0,0
2020/2/10 11:26,0,0
2020/2/10 12:26,0,0
2020/2/10 13:26,0,0
2020/2/10 14:26,0,0
2020/2/10 15:26,0,0
2020/2/10 16:26,0,0
2020/2/10 17:26,0,0
2020/2/10 18:26,0,0
2020/2/10 19:26,0,0
2020/2/10 20:26,0,0
2020/2/10 21:26,0,0
2020/2/10 22:26,0,0
2020/2/10 23:26,0,0.2
2020/2/11 0:16,0,0.2
2020/2/11 0:21,0,0.2
2020/2/11 0:26,0,0
2020/2/11 0:36,0,0.2
2020/2/11 0:46,0,0.2
2020/2/11 0:56,0,0.2
2020/2/11 1:21,0,0.2
2020/2/11 1:26,0,0
2020/2/11 1:56,0,0.2
2020/2/11 2:16,0,0.2
2020/2/11 2:26,0,0
2020/2/11 3:26,0,0
2020/2/11 3:56,0,0.2
2020/2/11 4:11,0,0.2
2020/2/11 4:26,0,0
2020/2/11 4:31,0,0.2
2020/2/11 4:46,0,0.2
2020/2/11 5:16,0,0.2
2020/2/11 5:26,0,0
2020/2/11 5:36,0,0.2
2020/2/11 5:46,0,0.2
2020/2/11 5:56,0,0.2
2020/2/11 6:26,0,0
2020/2/11 6:46,0,0.2
2020/2/11 7:26,0,0
2020/2/11 7:31,0,0.2
2020/2/11 7:41,0,0.2
2020/2/11 7:56,0,0.2
2020/2/11 8:06,0,0.2
2020/2/11 8:11,0,0.2
2020/2/11 8:16,0,0.2
2020/2/11 8:21,0,0.2
2020/2/11 8:26,0,0.2
2020/2/11 8:31,0,0.2
2020/2/11 8:36,0,0.4
2020/2/11 8:41,0,0.2
2020/2/11 8:46,0,0.2
2020/2/11 8:51,0,0.2
2020/2/11 8:56,0,0.2
2020/2/11 9:01,0,0.2
2020/2/11 9:11,0,0.2
2020/2/11 9:16,0,0.2
2020/2/11 9:26,0,0.2
2020/2/11 9:36,0,0.2
2020/2/11 9:46,0,0.2
2020/2/11 9:51,0,0.2
2020/2/11 10:01,0,0.2
2020/2/11 10:06,0,0.2
2020/2/11 10:16,0,0.2
2020/2/11 10:26,0,0
2020/2/11 10:46,0,0.2
2020/2/11 11:26,0,0
2020/2/11 11:41,0,0.2
2020/2/11 12:26,0,0
2020/2/11 13:26,0,0
2020/2/11 14:06,0,0.2
2020/2/11 14:21,0,0.2
2020/2/11 14:26,0,0
2020/2/11 14:41,0,0.2
2020/2/11 14:56,0,0.2
2020/2/11 15:06,0,0.2
2020/2/11 15:16,0,0.2
2020/2/11 15:26,0,0
2020/2/11 15:36,0,0.2
2020/2/11 16:11,0,0.2
2020/2/11 16:26,0,0
2020/2/11 16:51,0,0.2
2020/2/11 17:01,0,0.2
2020/2/11 17:11,0,0.2
2020/2/11 17:16,0,0.2
2020/2/11 17:26,0,0.2
2020/2/11 18:26,0,0
2020/2/11 19:26,0,0
2020/2/11 20:16,0,0.2
2020/2/11 20:26,0,0
2020/2/11 20:36,0,0.2
2020/2/11 20:41,0,0.4
2020/2/11 20:46,0,0.2
2020/2/11 20:51,0,0.4
2020/2/11 20:56,0,0.2
2020/2/11 21:01,0,0.2
2020/2/11 21:06,0,0.2
2020/2/11 21:11,0,0.2
2020/2/11 21:16,0,0.2
2020/2/11 21:21,0,0.2
2020/2/11 21:26,0,0
2020/2/11 21:36,0,0.2
2020/2/11 21:46,0,0.2
2020/2/11 21:51,0,0.4
2020/2/11 21:56,0,0.2
2020/2/11 22:26,0,0
2020/2/11 22:36,0,0.2
2020/2/11 22:41,0,0.4
2020/2/11 22:46,0,0.4
2020/2/11 22:51,0,0.4
2020/2/11 22:56,0,0.6
2020/2/11 23:01,0,0.2
2020/2/11 23:26,0,0
2020/2/11 23:46,0,0.2
2020/2/11 23:56,0,0.2
2020/2/12 0:06,0,0.2
2020/2/12 0:11,0,0.4
2020/2/12 0:16,0,0.2
2020/2/12 0:21,0,0.4
2020/2/12 0:26,0,0.2
2020/2/12 0:31,0,0.2
2020/2/12 0:36,0,0.4
2020/2/12 0:41,0,0.2
2020/2/12 0:46,0,0.2
2020/2/12 0:51,0,0.4
2020/2/12 0:56,0,0.6
2020/2/12 1:01,0,0.6
2020/2/12 1:06,0,0.8
2020/2/12 1:11,0,0.6
