时间,水深(mm),雨量(mm)
2020/5/31 3:16,40,0
2020/5/31 3:21,40,0
2020/5/31 3:26,40,0
2020/5/31 3:31,40,0
2020/5/31 3:36,40,0
2020/5/31 3:41,40,0
2020/5/31 3:46,40,0
2020/5/31 3:51,40,0
2020/5/31 3:56,40,0
2020/5/31 4:01,40,0
2020/5/31 4:06,40,0
2020/5/31 4:11,40,0
2020/5/31 4:16,40,0
2020/5/31 4:21,40,0
2020/5/31 4:26,40,0
2020/5/31 4:31,40,0
2020/5/31 4:36,40,0
2020/5/31 4:41,40,0
2020/5/31 4:46,40,0
2020/5/31 4:51,40,0
2020/5/31 4:56,40,0
2020/5/31 5:01,40,0
2020/5/31 5:06,40,0
2020/5/31 5:11,40,0
2020/5/31 5:16,40,0
2020/5/31 5:21,40,0
2020/5/31 5:26,40,0
2020/5/31 5:31,40,0
2020/5/31 5:36,40,0
2020/5/31 5:41,40,0
2020/5/31 5:46,40,0
2020/5/31 5:51,40,0
2020/5/31 5:56,40,0
2020/5/31 6:01,40,0
2020/5/31 6:06,40,0
2020/5/31 6:11,40,0
2020/5/31 6:16,40,0
2020/5/31 6:21,40,0
2020/5/31 6:26,40,0
2020/5/31 6:31,40,0
2020/5/31 6:36,40,0
2020/5/31 6:41,40,0
2020/5/31 6:46,40,0
2020/5/31 6:51,40,0
2020/5/31 6:56,40,0
2020/5/31 7:01,40,0
2020/5/31 7:06,40,0
2020/5/31 7:11,40,0
2020/5/31 7:16,40,0
2020/5/31 7:21,40,0
2020/5/31 7:26,40,0
2020/5/31 7:31,40,0
2020/5/31 7:36,40,0
2020/5/31 7:41,40,0
2020/5/31 7:46,40,0
2020/5/31 7:51,40,0
2020/5/31 7:56,40,0
2020/5/31 8:01,40,0
2020/5/31 8:06,40,0
2020/5/31 8:11,40,0
2020/5/31 8:16,40,0
2020/5/31 8:21,40,0
2020/5/31 8:26,40,0
2020/5/31 8:31,40,0
2020/5/31 8:36,40,0
2020/5/31 8:41,40,0
2020/5/31 8:46,40,0
2020/5/31 8:51,40,0
2020/5/31 8:56,40,0
2020/5/31 9:01,40,0
2020/5/31 9:06,40,0
2020/5/31 9:11,40,0
2020/5/31 9:16,40,0
2020/5/31 9:21,40,0
2020/5/31 9:26,40,0
2020/5/31 9:31,40,0
2020/5/31 9:36,40,0
2020/5/31 9:41,40,0
2020/5/31 9:46,40,0
2020/5/31 9:51,40,0
2020/5/31 10:26,0,0
2020/5/31 11:26,0,0
2020/5/31 12:26,0,0
2020/5/31 13:26,0,0
2020/5/31 14:26,0,0
2020/5/31 15:26,0,0
2020/5/31 16:26,0,0
2020/5/31 17:26,0,0
2020/5/31 18:26,0,0
2020/5/31 19:26,0,0
2020/5/31 20:26,0,0
2020/5/31 21:26,0,0
2020/5/31 22:26,0,0
2020/5/31 23:26,0,0
2020/6/1 0:26,0,0
2020/6/1 1:26,0,0
2020/6/1 2:26,0,0
2020/6/1 3:26,0,0
2020/6/1 4:26,0,0
2020/6/1 5:26,0,0
2020/6/1 6:26,0,0
2020/6/1 7:26,0,0
2020/6/1 8:26,0,0
2020/6/1 9:26,0,0
2020/6/1 10:26,0,0
2020/6/1 11:26,0,0
2020/6/1 12:26,0,0
2020/6/1 13:26,0,0
2020/6/1 14:26,0,0
2020/6/1 15:26,0,0
2020/6/1 16:26,0,0
2020/6/1 17:26,0,0
2020/6/1 18:26,0,0
2020/6/1 19:26,0,0
2020/6/1 20:26,0,0
2020/6/1 21:26,0,0
2020/6/1 22:26,0,0
2020/6/1 23:26,0,0
2020/6/2 0:26,0,0
2020/6/2 1:26,0,0
2020/6/2 2:26,0,0
2020/6/2 3:26,0,0
2020/6/2 4:26,0,0
2020/6/2 5:26,0,0
2020/6/2 6:26,0,0
2020/6/2 7:26,0,0
2020/6/2 8:26,0,0
2020/6/2 9:26,0,0
2020/6/2 10:26,0,0
2020/6/2 11:26,0,0
2020/6/2 12:26,0,0
2020/6/2 13:26,0,0
2020/6/2 14:26,0,0
2020/6/2 15:26,0,0
2020/6/2 16:26,0,0
2020/6/2 17:26,0,0
2020/6/2 18:26,0,0
2020/6/2 19:26,0,0
2020/6/2 20:26,0,0
2020/6/2 21:26,0,0
2020/6/2 22:26,0,0
2020/6/2 23:26,0,0
2020/6/3 0:26,0,0
2020/6/3 1:26,0,0
2020/6/3 1:51,0,0.2
2020/6/3 2:26,0,0
2020/6/3 2:36,0,0.2
2020/6/3 2:56,0,0.2
2020/6/3 3:06,0,0.4
2020/6/3 3:11,0,0.2
2020/6/3 3:16,0,0.6
2020/6/3 3:21,0,0.4
2020/6/3 3:26,0,0
2020/6/3 3:41,0,0.2
2020/6/3 3:56,0,0.2
2020/6/3 4:01,0,1.2
2020/6/3 4:06,0,0.2
2020/6/3 4:11,0,0.4
2020/6/3 4:16,0,0.2
2020/6/3 4:26,0,0.2
2020/6/3 4:31,0,0.2
2020/6/3 4:36,0,1
2020/6/3 4:41,0,2
2020/6/3 4:46,0,1.2
2020/6/3 4:51,0,1.8
2020/6/3 4:56,0,1
2020/6/3 5:01,0,0.2
2020/6/3 5:06,0,2.6
2020/6/3 5:11,0,2.2
2020/6/3 5:16,20,2
2020/6/3 5:21,20,0.8
2020/6/3 5:26,30,1
2020/6/3 5:31,40,0.4
2020/6/3 5:36,40,0.6
2020/6/3 5:41,40,1
2020/6/3 5:46,40,0.2
2020/6/3 5:51,40,0.4
2020/6/3 5:56,40,0.4
2020/6/3 6:01,40,0.4
2020/6/3 6:06,40,0.4
2020/6/3 6:11,40,0.4
2020/6/3 6:16,40,0.2
2020/6/3 6:21,40,0.4
2020/6/3 6:26,40,0.2
2020/6/3 6:31,40,0.2
2020/6/3 6:36,40,0
2020/6/3 6:41,40,0
2020/6/3 6:46,40,0
2020/6/3 6:51,40,0
2020/6/3 6:56,40,0
2020/6/3 7:01,40,0
2020/6/3 7:06,40,0
2020/6/3 7:11,40,0
2020/6/3 7:16,40,0
2020/6/3 7:21,40,0
2020/6/3 7:26,40,0
2020/6/3 7:31,40,0
2020/6/3 7:36,40,0
2020/6/3 7:41,40,0
2020/6/3 7:46,40,0
2020/6/3 7:51,40,0
2020/6/3 7:56,40,0
2020/6/3 8:01,40,0
2020/6/3 8:06,40,0
2020/6/3 8:11,40,0
2020/6/3 8:16,40,0
2020/6/3 8:21,40,0
2020/6/3 8:26,40,0
2020/6/3 8:31,40,0
2020/6/3 8:36,40,0
2020/6/3 8:41,40,0
2020/6/3 8:46,40,0
2020/6/3 8:51,40,0
2020/6/3 8:56,40,0
2020/6/3 9:01,40,0
2020/6/3 9:06,40,0
2020/6/3 9:11,40,0
2020/6/3 9:16,40,0
2020/6/3 9:21,40,0
2020/6/3 9:26,40,0
2020/6/3 9:31,40,0
2020/6/3 9:36,40,0
2020/6/3 9:41,40,0
2020/6/3 9:46,40,0
2020/6/3 9:51,40,0
2020/6/3 9:56,40,0
2020/6/3 10:01,40,0
2020/6/3 10:06,40,0
2020/6/3 10:11,40,0
2020/6/3 10:16,40,0
2020/6/3 10:21,40,0
2020/6/3 10:26,40,0.2
2020/6/3 10:31,40,0
2020/6/3 10:36,40,0
2020/6/3 10:41,40,0.2
2020/6/3 10:46,40,0
2020/6/3 10:51,40,0
2020/6/3 10:56,40,0
2020/6/3 11:01,40,0
2020/6/3 11:06,40,0.2
2020/6/3 11:11,40,0
2020/6/3 11:16,40,0
2020/6/3 11:21,40,0
2020/6/3 11:26,40,0
2020/6/3 11:31,40,0
2020/6/3 11:36,40,0
2020/6/3 11:41,40,0
2020/6/3 11:46,40,0
2020/6/3 11:51,40,0
2020/6/3 11:56,40,0
2020/6/3 12:01,40,0.2
2020/6/3 12:06,40,0
2020/6/3 12:11,40,0
2020/6/3 12:16,40,0
2020/6/3 12:21,40,0
2020/6/3 12:26,40,0.2
2020/6/3 12:31,40,0
2020/6/3 12:36,40,0
2020/6/3 12:41,40,0.2
2020/6/3 12:46,40,0.2
2020/6/3 12:51,40,0.2
2020/6/3 12:56,40,0
2020/6/3 13:01,40,0.2
2020/6/3 13:06,40,0
2020/6/3 13:11,40,0
2020/6/3 13:16,40,0.2
2020/6/3 13:21,40,0
2020/6/3 13:26,40,0.2
2020/6/3 13:31,40,0
2020/6/3 13:36,40,0.2
2020/6/3 13:41,40,0
2020/6/3 13:46,40,0
2020/6/3 13:51,40,0
2020/6/3 13:56,40,0
2020/6/3 14:01,40,0
2020/6/3 14:06,40,0
2020/6/3 14:11,40,0
2020/6/3 14:16,40,0.2
2020/6/3 14:21,40,0
2020/6/3 14:26,40,0
2020/6/3 14:31,40,0.2
2020/6/3 14:36,40,0.2
2020/6/3 14:41,40,0
2020/6/3 14:46,40,0.2
2020/6/3 14:51,40,0
2020/6/3 14:56,40,0.2
2020/6/3 15:01,40,0
2020/6/3 15:06,40,0
2020/6/3 15:11,40,0
2020/6/3 15:16,40,0
2020/6/3 15:21,40,0
2020/6/3 15:26,40,0
2020/6/3 15:31,40,0
2020/6/3 15:36,40,0
2020/6/3 15:41,40,0
2020/6/3 15:46,40,0
2020/6/3 15:51,40,0
2020/6/3 15:56,40,0
2020/6/3 16:01,40,0
2020/6/3 16:06,40,0.2
2020/6/3 16:11,40,0.2
2020/6/3 16:16,40,0
2020/6/3 16:21,40,0.4
2020/6/3 16:26,40,0.2
2020/6/3 16:31,40,0
2020/6/3 16:36,40,0
2020/6/3 16:41,40,0.2
2020/6/3 16:46,40,0.2
2020/6/3 16:51,40,0
2020/6/3 16:56,40,0.2
2020/6/3 17:01,40,0
2020/6/3 17:06,40,0
2020/6/3 17:11,40,0
2020/6/3 17:16,40,0.2
2020/6/3 17:21,40,0
2020/6/3 17:26,40,0
2020/6/3 17:31,40,0
2020/6/3 17:36,40,0
2020/6/3 17:41,40,0
2020/6/3 17:46,40,0
2020/6/3 17:51,40,0
2020/6/3 17:56,40,0
2020/6/3 18:01,40,0
2020/6/3 18:06,40,0
2020/6/3 18:11,40,0
2020/6/3 18:16,40,0
2020/6/3 18:21,40,0
2020/6/3 18:26,40,0
2020/6/3 18:31,40,0
2020/6/3 18:36,40,0
2020/6/3 18:41,40,0
2020/6/3 18:46,40,0
2020/6/3 18:51,40,0
2020/6/3 18:56,40,0
2020/6/3 19:01,40,0
2020/6/3 19:06,40,0
2020/6/3 19:11,40,0
2020/6/3 19:16,40,0
2020/6/3 19:21,40,0
2020/6/3 19:26,40,0
2020/6/3 19:31,40,0
2020/6/3 19:36,40,0
2020/6/3 19:41,40,0.2
2020/6/3 19:46,40,0.8
2020/6/3 19:51,40,2.8
2020/6/3 19:56,40,1.2
2020/6/3 20:01,40,0.4
2020/6/3 20:06,40,0.6
2020/6/3 20:11,40,1.6
2020/6/3 20:16,40,0.4
2020/6/3 20:21,40,1
2020/6/3 20:26,40,4
2020/6/3 20:31,40,2
2020/6/3 20:36,40,0.8
2020/6/3 20:41,40,1.2
2020/6/3 20:46,40,0.2
2020/6/3 20:51,40,0.2
2020/6/3 20:56,40,0
2020/6/3 21:01,40,0
2020/6/3 21:06,40,0
2020/6/3 21:11,40,0
2020/6/3 21:16,40,0.2
2020/6/3 21:21,40,0
2020/6/3 21:26,40,0
2020/6/3 21:31,40,0
2020/6/3 21:36,40,0
2020/6/3 21:41,40,0
2020/6/3 21:46,40,0
2020/6/3 21:51,40,0
2020/6/3 21:56,40,0
2020/6/3 22:01,40,0
2020/6/3 22:06,40,0
2020/6/3 22:11,40,0
2020/6/3 22:16,40,0
2020/6/3 22:21,40,0
2020/6/3 22:26,40,0
2020/6/3 22:31,40,0
2020/6/3 22:36,40,0
2020/6/3 22:41,40,0
2020/6/3 22:46,40,0
2020/6/3 22:51,40,0
2020/6/3 22:56,40,0
2020/6/3 23:01,40,0
2020/6/3 23:06,40,0
2020/6/3 23:11,40,0
2020/6/3 23:16,40,0
2020/6/3 23:21,40,0
2020/6/3 23:26,40,0
2020/6/3 23:31,40,0
2020/6/3 23:36,40,0
2020/6/3 23:41,40,0
2020/6/3 23:46,40,0
2020/6/3 23:51,40,0
2020/6/3 23:56,40,0
2020/6/4 0:01,40,0
2020/6/4 0:06,40,0
2020/6/4 0:11,40,0
2020/6/4 0:16,40,0
2020/6/4 0:21,40,0
2020/6/4 0:26,40,0
2020/6/4 0:31,40,0
2020/6/4 0:36,40,0
2020/6/4 0:41,40,0
2020/6/4 0:46,40,0
2020/6/4 0:51,40,0
2020/6/4 0:56,40,0
2020/6/4 1:01,40,0
2020/6/4 1:06,40,0
2020/6/4 1:11,40,0
2020/6/4 1:16,40,0
2020/6/4 1:21,40,0
2020/6/4 1:26,40,0
2020/6/4 1:31,40,0
2020/6/4 1:36,40,0
2020/6/4 1:41,40,0
2020/6/4 1:46,40,0
2020/6/4 1:51,40,0
2020/6/4 1:56,40,0
2020/6/4 2:01,40,0
2020/6/4 2:06,40,0
2020/6/4 2:11,40,0
2020/6/4 2:16,40,0
2020/6/4 2:21,40,0
2020/6/4 2:26,40,0
2020/6/4 2:31,40,0
2020/6/4 2:36,40,0
2020/6/4 2:41,40,0
2020/6/4 2:46,40,0
2020/6/4 2:51,40,0
2020/6/4 2:56,40,0
2020/6/4 3:01,40,0
2020/6/4 3:06,40,0
2020/6/4 3:11,40,0
2020/6/4 3:16,40,0
2020/6/4 3:21,40,0
2020/6/4 3:26,40,0
2020/6/4 3:31,40,0
2020/6/4 3:36,40,0
2020/6/4 3:41,40,0
2020/6/4 3:46,40,0
2020/6/4 3:51,40,0
2020/6/4 3:56,40,0
2020/6/4 4:01,40,0
2020/6/4 4:06,40,0
2020/6/4 4:11,40,0
2020/6/4 4:16,40,0
2020/6/4 4:21,40,0
2020/6/4 4:26,40,0
2020/6/4 4:31,40,0
2020/6/4 4:36,40,0
2020/6/4 4:41,40,0
2020/6/4 4:46,40,0
2020/6/4 4:51,40,0
2020/6/4 4:56,40,0
2020/6/4 5:01,40,0
2020/6/4 5:06,40,0
2020/6/4 5:11,40,0
2020/6/4 5:16,40,0
2020/6/4 5:21,40,0
2020/6/4 5:26,40,0
2020/6/4 5:31,40,0
2020/6/4 5:36,40,0
2020/6/4 5:41,40,0
2020/6/4 5:46,40,0
2020/6/4 5:51,40,0
2020/6/4 5:56,40,0
2020/6/4 6:01,40,0
2020/6/4 6:06,40,0
2020/6/4 6:11,40,0
2020/6/4 6:16,40,0
2020/6/4 6:21,40,0
2020/6/4 6:26,40,0
2020/6/4 6:31,40,0
2020/6/4 6:36,40,0
2020/6/4 6:41,40,0
2020/6/4 6:46,40,0
2020/6/4 6:51,40,0
2020/6/4 6:56,40,0
2020/6/4 7:01,40,0
2020/6/4 7:06,40,0
2020/6/4 7:11,40,0
2020/6/4 7:16,40,0
2020/6/4 7:21,40,0
2020/6/4 7:26,40,0
2020/6/4 7:31,40,0
2020/6/4 7:36,40,0
2020/6/4 7:41,40,0
2020/6/4 7:46,40,0
2020/6/4 7:51,40,0
2020/6/4 7:56,40,0
2020/6/4 8:01,40,0
2020/6/4 8:06,40,0
2020/6/4 8:11,40,0
2020/6/4 8:16,40,0
2020/6/4 8:21,40,0
2020/6/4 8:26,40,0
2020/6/4 8:31,40,0
2020/6/4 8:36,40,0
2020/6/4 8:41,40,0
2020/6/4 8:46,40,0
2020/6/4 8:51,40,0
2020/6/4 8:56,40,0
2020/6/4 9:01,40,0
2020/6/4 9:06,40,0
2020/6/4 9:11,40,0
2020/6/4 9:16,40,0
2020/6/4 9:21,40,0
2020/6/4 9:26,40,0
2020/6/4 9:31,40,0
2020/6/4 9:36,40,0
2020/6/4 9:41,40,0
2020/6/4 9:46,40,0
2020/6/4 9:51,40,0
2020/6/4 9:56,40,0
2020/6/4 10:01,40,0
2020/6/4 10:06,40,0
2020/6/4 10:11,40,0
2020/6/4 10:16,40,0.2
2020/6/4 10:21,40,0
2020/6/4 10:26,40,0
2020/6/4 10:31,40,0
2020/6/4 10:36,40,0
2020/6/4 10:41,40,0
2020/6/4 10:46,40,0
2020/6/4 10:51,40,0
2020/6/4 10:56,40,0
2020/6/4 11:01,40,0
2020/6/4 11:06,40,0
2020/6/4 11:11,40,0
2020/6/4 11:16,40,0
2020/6/4 11:21,40,0
2020/6/4 11:26,40,0
2020/6/4 11:31,40,0
2020/6/4 11:36,40,0.2
2020/6/4 11:41,40,0
2020/6/4 11:46,40,0
2020/6/4 11:51,40,0
2020/6/4 11:56,40,0
2020/6/4 12:01,40,0
2020/6/4 12:06,40,0
2020/6/4 12:11,40,0
2020/6/4 12:16,40,0
2020/6/4 12:21,40,0
2020/6/4 12:26,40,0.2
2020/6/4 12:31,40,0
2020/6/4 12:36,40,0
2020/6/4 12:41,40,0
2020/6/4 12:46,40,0
2020/6/4 12:51,40,0
2020/6/4 12:56,40,0
2020/6/4 13:01,40,0
2020/6/4 13:06,40,0
2020/6/4 13:11,40,0
2020/6/4 13:16,40,0
2020/6/4 13:21,40,0
2020/6/4 13:26,40,0
2020/6/4 13:31,40,0
2020/6/4 13:36,40,0
2020/6/4 13:41,40,0
2020/6/4 13:46,40,0
2020/6/4 13:51,40,0
2020/6/4 13:56,40,0
2020/6/4 14:01,40,0
2020/6/4 14:06,40,0
2020/6/4 14:11,40,0
2020/6/4 14:16,40,0
2020/6/4 14:21,40,0
2020/6/4 14:26,40,0
2020/6/4 14:31,40,0
2020/6/4 14:36,40,0
2020/6/4 14:41,40,0
2020/6/4 14:46,40,0
2020/6/4 14:51,40,0
2020/6/4 14:56,40,0
2020/6/4 15:01,40,0
2020/6/4 15:06,40,0
2020/6/4 15:11,40,0
2020/6/4 15:16,40,0
2020/6/4 15:21,40,0
2020/6/4 15:26,40,0
2020/6/4 15:31,40,0
2020/6/4 15:36,40,0
2020/6/4 15:41,40,0
2020/6/4 15:46,40,0
2020/6/4 15:51,40,0
2020/6/4 15:56,40,0
2020/6/4 16:01,40,0
2020/6/4 16:06,40,0.2
2020/6/4 16:11,40,0
2020/6/4 16:16,40,0
2020/6/4 16:21,40,0
2020/6/4 16:26,40,0
2020/6/4 16:31,40,0
2020/6/4 16:36,40,0
2020/6/4 16:41,40,0
2020/6/4 16:46,40,0
2020/6/4 16:51,40,0
2020/6/4 16:56,40,0
2020/6/4 17:01,40,0
2020/6/4 17:06,30,0
2020/6/4 17:11,40,0
2020/6/4 17:16,40,0
2020/6/4 17:21,40,0
2020/6/4 17:26,30,0
2020/6/4 17:31,30,0
2020/6/4 17:36,30,0
2020/6/4 17:41,30,0
2020/6/4 17:46,30,0
2020/6/4 17:51,30,0
2020/6/4 17:56,30,0
2020/6/4 18:01,30,0
2020/6/4 18:06,30,0
2020/6/4 18:11,30,0
2020/6/4 18:16,30,0
2020/6/4 18:21,40,0
2020/6/4 18:26,40,0
2020/6/4 18:31,30,0
2020/6/4 18:36,40,0
2020/6/4 18:41,40,0
2020/6/4 18:46,30,0
2020/6/4 18:51,40,0
2020/6/4 18:56,40,0
2020/6/4 19:01,40,0
2020/6/4 19:06,40,0
2020/6/4 19:11,40,0
2020/6/4 19:16,40,0
2020/6/4 19:21,40,0
2020/6/4 19:26,40,0
2020/6/4 19:31,40,0
2020/6/4 19:36,40,0
2020/6/4 19:41,40,0
2020/6/4 19:46,40,0
2020/6/4 19:51,40,0
2020/6/4 19:56,40,0
2020/6/4 20:01,40,0
2020/6/4 20:06,40,0
2020/6/4 20:11,30,0
2020/6/4 20:16,30,0
2020/6/4 20:21,30,0
2020/6/4 20:26,30,0
2020/6/4 20:31,30,0
2020/6/4 20:36,30,0
2020/6/4 20:41,30,0
2020/6/4 20:46,30,0
2020/6/4 20:51,30,0
2020/6/4 20:56,30,0
2020/6/4 21:01,30,0
2020/6/4 21:06,30,0
2020/6/4 21:11,30,0
2020/6/4 21:16,30,0
2020/6/4 21:21,30,0
2020/6/4 21:26,30,0
2020/6/4 21:31,30,0
2020/6/4 21:36,30,0
2020/6/4 21:41,30,0
2020/6/4 21:46,30,0
2020/6/4 21:51,30,0
2020/6/4 21:56,30,0
2020/6/4 22:01,30,0
2020/6/4 22:06,30,0
2020/6/4 22:11,30,0
2020/6/4 22:16,30,0
2020/6/4 22:21,40,0
2020/6/4 22:26,30,0
2020/6/4 22:31,40,0
2020/6/4 22:36,40,0
2020/6/4 22:41,40,0
2020/6/4 22:46,40,0
2020/6/4 22:51,40,0
2020/6/4 22:56,40,0
2020/6/4 23:01,40,0
2020/6/4 23:06,40,0
2020/6/4 23:11,40,0
2020/6/4 23:16,40,0
2020/6/4 23:21,40,0
2020/6/4 23:26,40,0
2020/6/4 23:31,40,0
2020/6/4 23:36,40,0
2020/6/4 23:41,40,0
2020/6/4 23:46,40,0
2020/6/4 23:51,40,0
2020/6/4 23:56,40,0
2020/6/5 0:01,40,0
2020/6/5 0:06,40,0
2020/6/5 0:11,40,0
2020/6/5 0:16,40,0
2020/6/5 0:21,40,0
2020/6/5 0:26,40,0
2020/6/5 0:31,40,0
2020/6/5 0:36,40,0
2020/6/5 0:41,40,0
2020/6/5 0:46,40,0
2020/6/5 0:51,40,0
2020/6/5 0:56,40,0
2020/6/5 1:01,40,0
2020/6/5 1:06,40,0
2020/6/5 1:11,40,0
2020/6/5 1:16,40,0
2020/6/5 1:21,40,0
2020/6/5 1:26,40,0
2020/6/5 1:31,40,0
2020/6/5 1:36,40,0
2020/6/5 1:41,40,0
2020/6/5 1:46,40,0
2020/6/5 1:51,40,0
2020/6/5 1:56,40,0
2020/6/5 2:01,40,0
2020/6/5 2:06,40,0
2020/6/5 2:11,40,0
2020/6/5 2:16,40,0
2020/6/5 2:21,40,0
2020/6/5 2:26,40,0
2020/6/5 2:31,40,0
2020/6/5 2:36,40,0
2020/6/5 2:41,40,0
2020/6/5 2:46,40,0
2020/6/5 2:51,40,0
2020/6/5 2:56,40,0
2020/6/5 3:01,40,0
2020/6/5 3:06,40,0
2020/6/5 3:11,40,0
2020/6/5 3:16,40,0
2020/6/5 3:21,30,0
2020/6/5 3:26,40,0
2020/6/5 3:31,40,0
2020/6/5 3:36,40,0
2020/6/5 3:41,40,0.2
2020/6/5 3:46,40,0
2020/6/5 3:51,40,0
2020/6/5 3:56,40,0
2020/6/5 4:01,40,0
2020/6/5 4:06,40,0
2020/6/5 4:11,40,0
2020/6/5 4:16,40,0
2020/6/5 4:21,40,0
2020/6/5 4:26,40,0
2020/6/5 4:31,40,0
2020/6/5 4:36,40,0
2020/6/5 4:41,40,0
2020/6/5 4:46,40,0
2020/6/5 4:51,40,0
2020/6/5 4:56,40,0
2020/6/5 5:01,40,0
2020/6/5 5:06,40,0
2020/6/5 5:11,40,0
2020/6/5 5:16,40,0
2020/6/5 5:21,40,0
2020/6/5 5:26,40,0
2020/6/5 5:31,40,0
2020/6/5 5:36,40,0
2020/6/5 5:41,40,0
2020/6/5 5:46,40,0
2020/6/5 5:51,40,0
2020/6/5 5:56,40,0
2020/6/5 6:01,40,0
2020/6/5 6:06,40,0
2020/6/5 6:11,40,0
2020/6/5 6:16,40,0
2020/6/5 6:21,40,0
2020/6/5 6:26,40,0
2020/6/5 6:31,40,0
2020/6/5 6:36,40,0
2020/6/5 6:41,40,0
2020/6/5 6:46,40,0
2020/6/5 6:51,40,0
2020/6/5 6:56,40,0
2020/6/5 7:01,40,0
2020/6/5 7:06,40,0
2020/6/5 7:11,40,0
2020/6/5 7:16,40,0
2020/6/5 7:21,40,0
2020/6/5 7:26,40,0
2020/6/5 7:31,40,0
2020/6/5 7:36,40,0
2020/6/5 7:41,40,0
2020/6/5 7:46,40,0
2020/6/5 7:51,40,0
2020/6/5 7:56,40,0
2020/6/5 8:01,40,0
2020/6/5 8:06,40,0
2020/6/5 8:11,40,0
2020/6/5 8:16,40,0
2020/6/5 8:21,40,0
2020/6/5 8:26,40,0
2020/6/5 8:31,40,0
2020/6/5 8:36,40,0
2020/6/5 8:41,40,0
2020/6/5 8:46,40,0
2020/6/5 8:51,40,0
2020/6/5 8:56,40,0
2020/6/5 9:01,40,0
2020/6/5 9:06,30,0
2020/6/5 9:11,30,0
2020/6/5 9:16,30,0
2020/6/5 9:21,40,0
2020/6/5 9:26,40,0
2020/6/5 9:31,30,0
2020/6/5 9:36,30,0
2020/6/5 9:41,30,0
2020/6/5 9:46,30,0
2020/6/5 9:51,30,0
2020/6/5 9:56,30,0
2020/6/5 10:01,30,0
2020/6/5 10:06,30,0
2020/6/5 10:11,30,0
2020/6/5 10:16,30,0
2020/6/5 10:21,30,0
2020/6/5 10:26,30,0
2020/6/5 10:31,30,0
2020/6/5 10:36,30,0
2020/6/5 10:46,30,0
2020/6/5 10:51,30,0
2020/6/5 11:16,30,0
2020/6/5 11:26,0,0
2020/6/5 12:26,0,0
2020/6/5 13:06,0,0.2
2020/6/5 13:26,0,0.2
2020/6/5 13:31,30,0.2
2020/6/5 13:36,30,1.8
2020/6/5 13:41,30,6.8
2020/6/5 13:46,30,2
2020/6/5 13:51,30,2.6
2020/6/5 13:56,30,0.8
2020/6/5 14:01,30,1.8
2020/6/5 14:06,40,2.2
2020/6/5 14:11,30,2.4
2020/6/5 14:16,30,2.8
2020/6/5 14:21,40,1
2020/6/5 14:26,40,0.8
2020/6/5 14:31,40,0.4
2020/6/5 14:36,40,0
2020/6/5 14:41,40,0
2020/6/5 14:46,40,0
2020/6/5 14:51,40,0
2020/6/5 14:56,40,0
2020/6/5 15:01,40,0
2020/6/5 15:06,40,0
2020/6/5 15:11,40,0
2020/6/5 15:16,40,0
2020/6/5 15:21,40,0
2020/6/5 15:26,40,0
2020/6/5 15:31,40,0
2020/6/5 15:36,40,0
2020/6/5 15:41,40,0
2020/6/5 15:46,40,0
2020/6/5 15:51,40,0
2020/6/5 15:56,40,0
2020/6/5 16:01,40,0
2020/6/5 16:06,40,0
2020/6/5 16:11,40,0
2020/6/5 16:16,40,0
2020/6/5 16:21,40,0
2020/6/5 16:26,40,0
2020/6/5 16:31,40,0
2020/6/5 16:36,40,0
2020/6/5 16:41,40,0
2020/6/5 16:46,40,0.4
2020/6/5 16:51,40,0.6
2020/6/5 16:56,40,0
2020/6/5 17:01,40,0
2020/6/5 17:06,40,0
2020/6/5 17:11,40,0
2020/6/5 17:16,40,0
2020/6/5 17:21,40,0
2020/6/5 17:26,40,0
2020/6/5 17:31,40,0
2020/6/5 17:36,40,0
2020/6/5 17:41,40,0
2020/6/5 17:46,40,0
2020/6/5 17:51,40,0
2020/6/5 17:56,40,0
2020/6/5 18:01,40,0
2020/6/5 18:06,40,0
2020/6/5 18:11,40,0
2020/6/5 18:16,40,0
2020/6/5 18:21,40,0
2020/6/5 18:26,40,0
2020/6/5 18:31,40,0
2020/6/5 18:36,40,0
2020/6/5 18:41,40,0
2020/6/5 18:46,40,0
2020/6/5 18:51,40,0
2020/6/5 18:56,40,0
2020/6/5 19:01,40,0
2020/6/5 19:06,40,0
2020/6/5 19:11,40,0
2020/6/5 19:16,40,0
2020/6/5 19:21,40,0
2020/6/5 19:26,40,0
2020/6/5 19:31,40,0
2020/6/5 19:36,40,0
2020/6/5 19:41,40,0
2020/6/5 19:46,40,0
2020/6/5 19:51,40,0
2020/6/5 19:56,40,0
2020/6/5 20:01,40,0
2020/6/5 20:06,40,0
2020/6/5 20:11,40,0
2020/6/5 20:16,40,0
2020/6/5 20:21,40,0
2020/6/5 20:26,40,0
2020/6/5 20:31,40,0
2020/6/5 20:36,40,0
2020/6/5 20:41,40,0
2020/6/5 20:46,40,0
2020/6/5 20:51,40,0
2020/6/5 20:56,40,0
2020/6/5 21:01,40,0
2020/6/5 21:06,40,0
2020/6/5 21:11,40,0
2020/6/5 21:16,40,0
2020/6/5 21:21,40,0
2020/6/5 21:26,40,0
2020/6/5 21:31,40,0
2020/6/5 21:36,40,0
2020/6/5 21:41,40,0
2020/6/5 21:46,40,0
2020/6/5 21:51,40,0
2020/6/5 21:56,40,0
2020/6/5 22:01,40,0
